0.450000	0.500000
0.452008	0.500101
0.454001	0.500404
0.455963	0.500906
0.457880	0.501606
0.459737	0.502500
0.461519	0.503583
0.463212	0.504851
0.464802	0.506295
0.466275	0.507910
0.467619	0.509686
0.468821	0.511615
0.469870	0.513687
0.470753	0.515890
0.471462	0.518214
0.471985	0.520645
0.472315	0.523172
0.472442	0.525781
0.472361	0.528457
0.472064	0.531186
0.471547	0.533952
0.470804	0.536742
0.469834	0.539538
0.468632	0.542325
0.467199	0.545086
0.465533	0.547805
0.463636	0.550466
0.461509	0.553053
0.459156	0.555548
0.456580	0.557935
0.453787	0.560200
0.450783	0.562324
0.447575	0.564294
0.444171	0.566094
0.440581	0.567709
0.436814	0.569125
0.432882	0.570329
0.428797	0.571307
0.424571	0.572048
0.420220	0.572539
0.415757	0.572771
0.411197	0.572732
0.406558	0.572415
0.401854	0.571811
0.397105	0.570912
0.392327	0.569714
0.387539	0.568211
0.382760	0.566400
0.378009	0.564277
0.373306	0.561840
0.368669	0.559091
0.364119	0.556028
0.359675	0.552655
0.355358	0.548974
0.351187	0.544990
0.347182	0.540709
0.343362	0.536137
0.339747	0.531282
0.336355	0.526154
0.333205	0.520762
0.330314	0.515120
0.327701	0.509239
0.325381	0.503133
0.323371	0.496817
0.321686	0.490307
0.320340	0.483620
0.319347	0.476774
0.318720	0.469788
0.318470	0.462681
0.318606	0.455475
0.319140	0.448189
0.320079	0.440846
0.321429	0.433469
0.323197	0.426081
0.325388	0.418704
0.328003	0.411364
0.331045	0.404084
0.334515	0.396890
0.338411	0.389805
0.342731	0.382854
0.347471	0.376063
0.352625	0.369457
0.358188	0.363059
0.364150	0.356895
0.370502	0.350988
0.377233	0.345363
0.384331	0.340042
0.391782	0.335048
0.399570	0.330404
0.407680	0.326131
0.416092	0.322249
0.424789	0.318779
0.433750	0.315738
0.442952	0.313145
0.452375	0.311017
0.461994	0.309368
0.471783	0.308214
0.481719	0.307567
0.491774	0.307438
0.501921	0.307840
0.512132	0.308779
0.522377	0.310263
0.532629	0.312299
0.542857	0.314891
0.553031	0.318041
0.563121	0.321750
0.573096	0.326017
0.582924	0.330841
0.592576	0.336217
0.602019	0.342139
0.611225	0.348600
0.620161	0.355591
0.628798	0.363101
0.637107	0.371117
0.645057	0.379624
0.652621	0.388608
0.659770	0.398051
0.666478	0.407932
0.672718	0.418233
0.678464	0.428929
0.683694	0.439998
0.688384	0.451414
0.692512	0.463150
0.696058	0.475180
0.699002	0.487473
0.701327	0.500000
0.703018	0.512729
0.704059	0.525627
0.704439	0.538662
0.704145	0.551799
0.703169	0.565003
0.701503	0.578238
0.699142	0.591469
0.696081	0.604658
0.692320	0.617769
0.687859	0.630764
0.682700	0.643606
0.676846	0.656257
0.670305	0.668680
0.663084	0.680837
0.655195	0.692691
0.646649	0.704206
0.637460	0.715345
0.627646	0.726073
0.617224	0.736354
0.606215	0.746155
0.594640	0.755443
0.582525	0.764185
0.569894	0.772350
0.556775	0.779908
0.543197	0.786832
0.529192	0.793093
0.514792	0.798667
0.500031	0.803529
0.484944	0.807657
0.469568	0.811031
0.453941	0.813632
0.438102	0.815443
0.422092	0.816450
0.405950	0.816639
0.389719	0.816001
0.373443	0.814527
0.357163	0.812210
0.340925	0.809047
0.324771	0.805036
0.308747	0.800178
0.292896	0.794476
0.277265	0.787935
0.261896	0.780562
0.246835	0.772368
0.232125	0.763366
0.217810	0.753569
0.203932	0.742995
0.190534	0.731664
0.177656	0.719596
0.165340	0.706817
0.153625	0.693352
0.142547	0.679229
0.132145	0.664479
0.122452	0.649134
0.113503	0.633228
0.105330	0.616798
0.097963	0.599882
0.091429	0.582519
0.085756	0.564750
0.080968	0.546620
0.077087	0.528170
0.074133	0.509448
0.072123	0.490501
0.071073	0.471375
0.070995	0.452120
0.071899	0.432786
0.073795	0.413423
0.076686	0.394081
0.080575	0.374813
0.085462	0.355669
0.091344	0.336702
0.098216	0.317964
0.106070	0.299506
0.114894	0.281380
0.124675	0.263637
0.135397	0.246328
0.147040	0.229503
0.159583	0.213209
0.173001	0.197497
0.187269	0.182412
0.202356	0.168001
0.218230	0.154307
0.234857	0.141375
0.252201	0.129244
0.270223	0.117955
0.288882	0.107545
0.308136	0.098049
0.327937	0.089501
0.348241	0.081933
0.368998	0.075374
0.390159	0.069849
0.411670	0.065383
0.433480	0.061996
0.455534	0.059709
0.477775	0.058537
0.500148	0.058492
0.522595	0.059585
0.545057	0.061824
0.567477	0.065213
0.589796	0.069752
0.611954	0.075441
0.633891	0.082274
0.655549	0.090244
0.676868	0.099340
0.697789	0.109547
0.718256	0.120849
0.738209	0.133225
0.757594	0.146653
0.776353	0.161106
0.794435	0.176555
0.811784	0.192968
0.828350	0.210311
0.844083	0.228546
0.858935	0.247634
0.872861	0.267530
0.885815	0.288192
0.897757	0.309570
0.908647	0.331614
0.918448	0.354274
0.927126	0.377495
0.934648	0.401221
0.940987	0.425395
0.946116	0.449957
0.950012	0.474846
